age,sex,education,income,emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
21.0,0,0,59664.0,1,14000.0,11.01,0.23,3.0,619,1,1,0,0,0,0,0,0,0,0,1,0
28.0,0,2,65618.0,6,9135.0,9.17,0.14,10.0,589,0,1,0,0,0,0,0,0,1,0,0,0
22.0,1,0,95030.0,0,17500.0,10.65,0.18,2.0,621,1,1,0,0,0,0,1,0,0,0,0,0
44.0,1,2,21033.0,23,1200.0,7.66,0.06,14.0,657,1,0,0,0,1,1,0,0,0,0,0,0
25.0,0,0,63628.0,0,6000.0,8.49,0.09,3.0,631,1,1,0,0,0,0,0,0,0,1,0,0
31.0,1,0,106777.0,5,7000.0,9.2,0.07,10.0,594,1,1,0,0,0,1,0,0,0,0,0,0
30.0,0,2,102672.0,5,10000.0,7.37,0.1,9.0,693,1,0,0,0,1,0,0,1,0,0,0,0
55.0,0,0,61739.0,34,8000.0,5.79,0.13,26.0,587,1,0,0,0,1,0,0,0,0,1,0,0
32.0,1,2,57554.0,10,6000.0,8.9,0.1,5.0,640,1,0,0,1,0,0,0,0,0,0,1,0
28.0,1,1,29751.0,9,5000.0,11.86,0.17,5.0,618,1,0,0,0,1,1,0,0,0,0,0,0
28.0,0,1,114367.0,5,6000.0,11.83,0.05,10.0,658,0,0,0,0,1,0,0,1,0,0,0,0
23.0,1,1,51604.0,0,5750.0,13.57,0.11,2.0,676,1,1,0,0,0,0,0,0,0,1,0,0
30.0,0,1,301125.0,2,34826.0,12.25,0.12,9.0,614,0,1,0,0,0,0,1,0,0,0,0,0
35.0,1,0,118672.0,13,10425.0,11.49,0.09,9.0,629,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,0,90885.0,2,8500.0,6.99,0.09,3.0,598,1,1,0,0,0,0,1,0,0,0,0,0
26.0,0,2,42836.0,4,6573.0,9.71,0.15,4.0,652,1,0,0,0,1,0,0,0,1,0,0,0
25.0,1,1,21963.0,5,2500.0,12.53,0.11,4.0,655,0,0,0,0,1,0,0,0,0,1,0,0
31.0,1,2,36798.0,9,3000.0,10.95,0.08,8.0,574,1,0,0,0,1,0,0,0,0,1,0,0
22.0,1,0,54160.0,0,3500.0,5.99,0.06,2.0,618,1,1,0,0,0,0,0,0,0,1,0,0
22.0,0,0,57327.0,1,3000.0,5.42,0.05,3.0,622,1,0,0,1,0,0,0,0,1,0,0,0
28.0,1,0,86257.0,4,25000.0,18.62,0.29,7.0,660,1,1,0,0,0,0,1,0,0,0,0,0
28.0,0,2,51584.0,6,2000.0,10.79,0.04,5.0,648,1,0,0,0,1,1,0,0,0,0,0,0
26.0,0,1,73033.0,3,13500.0,7.49,0.18,3.0,629,1,1,0,0,0,0,0,0,0,1,0,0
42.0,1,0,118105.0,15,7000.0,8.9,0.06,13.0,658,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,1,31364.0,1,5000.0,9.99,0.16,3.0,617,1,1,0,0,0,0,0,0,0,1,0,0
22.0,0,1,58567.0,1,5000.0,6.99,0.09,2.0,591,1,0,0,0,1,0,0,0,0,0,1,0
25.0,0,1,36943.0,0,2000.0,12.42,0.05,2.0,591,0,0,0,0,1,0,0,0,1,0,0,0
35.0,0,2,82213.0,14,10000.0,8.0,0.12,5.0,724,1,1,0,0,0,0,0,0,0,0,1,0
24.0,0,2,53826.0,2,2000.0,5.79,0.04,3.0,660,0,1,0,0,0,0,1,0,0,0,0,0
22.0,0,0,165525.0,2,10000.0,5.79,0.06,4.0,694,0,1,0,0,0,1,0,0,0,0,0,0
26.0,1,0,54740.0,2,10000.0,14.11,0.18,2.0,552,1,0,0,0,1,0,0,0,1,0,0,0
22.0,1,0,203782.0,4,14000.0,11.14,0.07,3.0,581,1,0,0,0,1,0,0,0,0,1,0,0
22.0,1,2,87528.0,0,6400.0,6.91,0.07,2.0,640,0,0,0,0,1,0,1,0,0,0,0,0
27.0,1,3,48771.0,5,10000.0,11.36,0.21,5.0,715,0,0,0,0,1,1,0,0,0,0,0,0
31.0,0,2,85046.0,11,2000.0,11.12,0.02,9.0,700,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,1,101266.0,1,7000.0,6.92,0.07,2.0,527,1,0,0,0,1,0,1,0,0,0,0,0
24.0,1,3,53748.0,0,6000.0,8.0,0.11,2.0,629,0,0,0,0,1,0,0,0,1,0,0,0
32.0,1,1,40415.0,7,6000.0,8.37,0.15,6.0,516,1,0,0,0,1,0,0,0,0,1,0,0
23.0,1,1,40777.0,0,6000.0,11.03,0.15,4.0,655,0,0,0,0,1,0,1,0,0,0,0,0
25.0,0,0,61109.0,5,6000.0,6.76,0.1,2.0,639,1,1,0,0,0,1,0,0,0,0,0,0
26.0,0,2,46980.0,1,7800.0,12.53,0.17,4.0,667,1,0,0,0,1,0,0,0,0,0,1,0
36.0,1,1,41353.0,15,5500.0,12.29,0.13,17.0,699,1,0,0,0,1,0,0,0,1,0,0,0
22.0,0,0,47366.0,0,10000.0,13.99,0.21,2.0,585,1,0,0,1,0,0,1,0,0,0,0,0
30.0,1,4,94763.0,9,20000.0,11.7,0.21,6.0,711,0,1,0,0,0,0,1,0,0,0,0,0
23.0,0,2,175443.0,1,12000.0,10.37,0.07,2.0,655,1,1,0,0,0,0,0,0,1,0,0,0
44.0,1,4,103142.0,18,7000.0,10.62,0.07,12.0,642,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,3,72918.0,0,25600.0,11.01,0.35,4.0,674,0,1,0,0,0,0,1,0,0,0,0,0
28.0,1,2,84906.0,4,3000.0,6.39,0.04,8.0,633,0,1,0,0,0,0,0,0,0,1,0,0
24.0,1,3,119819.0,2,12000.0,6.03,0.1,4.0,675,0,1,0,0,0,1,0,0,0,0,0,0
21.0,0,1,217231.0,1,5000.0,8.07,0.02,3.0,609,1,1,0,0,0,0,1,0,0,0,0,0
24.0,0,3,79162.0,6,12000.0,8.09,0.15,3.0,581,0,0,0,0,1,0,1,0,0,0,0,0
25.0,1,2,56180.0,2,3852.0,11.01,0.07,3.0,590,1,1,0,0,0,0,0,0,0,1,0,0
26.0,1,0,119074.0,3,7532.0,13.66,0.06,5.0,637,1,1,0,0,0,0,0,0,0,1,0,0
22.0,1,0,120750.0,0,10000.0,10.65,0.08,2.0,630,0,0,0,0,1,0,0,0,0,0,1,0
25.0,1,3,65727.0,0,5000.0,12.21,0.08,4.0,651,0,0,0,0,1,0,0,0,0,1,0,0
25.0,1,1,67426.0,1,3000.0,11.14,0.04,7.0,610,1,1,0,0,0,0,0,0,0,0,1,0
24.0,1,2,51596.0,2,1000.0,13.05,0.02,3.0,638,1,0,0,0,1,0,0,0,0,1,0,0
26.0,0,1,181338.0,0,25000.0,10.09,0.14,4.0,614,0,1,0,0,0,0,1,0,0,0,0,0
30.0,0,1,64562.0,6,15000.0,10.62,0.23,8.0,647,1,0,0,0,1,0,0,0,0,1,0,0
22.0,0,2,48898.0,0,4000.0,8.14,0.08,2.0,682,1,0,0,0,1,0,1,0,0,0,0,0
25.0,1,0,37074.0,0,4800.0,7.15,0.13,4.0,621,0,0,0,0,1,0,1,0,0,0,0,0
23.0,1,3,49063.0,0,9000.0,11.24,0.18,4.0,542,1,0,0,0,1,0,0,0,0,0,1,0
26.0,0,2,36934.0,4,7200.0,13.4,0.19,6.0,628,1,0,0,0,1,0,0,0,0,0,1,0
23.0,1,2,53840.0,1,6400.0,7.51,0.12,3.0,610,1,0,0,1,0,0,0,0,0,0,1,0
37.0,0,0,61027.0,13,16000.0,9.94,0.26,11.0,694,0,1,0,0,0,0,0,0,0,0,1,0
28.0,0,0,104227.0,5,16000.0,14.41,0.15,6.0,664,1,1,0,0,0,0,1,0,0,0,0,0
29.0,1,2,108311.0,5,1840.0,12.81,0.02,7.0,658,1,0,0,0,1,0,0,0,0,1,0,0
33.0,0,3,88460.0,6,10000.0,8.52,0.11,9.0,726,0,1,0,0,0,0,0,0,0,1,0,0
34.0,0,2,112635.0,14,8000.0,11.01,0.07,9.0,613,1,0,0,0,1,0,0,1,0,0,0,0
25.0,1,1,157396.0,3,20000.0,15.27,0.13,2.0,687,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0,3,58420.0,2,8000.0,12.99,0.14,4.0,682,0,0,0,0,1,0,0,0,0,0,1,0
40.0,0,3,31302.0,17,8500.0,7.51,0.27,11.0,631,1,0,0,1,0,0,0,0,0,0,1,0
25.0,0,1,20918.0,1,1200.0,10.38,0.06,2.0,630,0,0,0,0,1,0,0,0,1,0,0,0
23.0,1,1,64282.0,0,13863.0,12.54,0.22,3.0,629,1,0,0,0,1,0,0,0,0,0,1,0
22.0,1,0,114994.0,1,7200.0,11.49,0.06,2.0,577,1,1,0,0,0,1,0,0,0,0,0,0
35.0,0,1,74841.0,12,4200.0,7.29,0.06,9.0,708,0,0,0,0,1,0,0,0,1,0,0,0
24.0,0,0,74237.0,3,10000.0,15.65,0.13,3.0,530,1,1,0,0,0,0,0,0,0,1,0,0
24.0,1,0,112094.0,3,12000.0,7.51,0.11,3.0,683,0,0,0,0,1,0,0,1,0,0,0,0
26.0,1,0,108156.0,3,5000.0,11.83,0.05,4.0,527,1,0,0,1,0,0,0,0,0,1,0,0
24.0,1,2,49230.0,0,5000.0,12.81,0.1,3.0,567,0,1,0,0,0,0,0,0,1,0,0,0
26.0,0,2,52541.0,3,8800.0,5.42,0.17,3.0,638,1,1,0,0,0,0,0,0,0,1,0,0
26.0,1,0,41908.0,3,10657.0,12.07,0.25,9.0,606,1,0,0,1,0,0,0,0,0,0,1,0
26.0,1,3,84572.0,4,3500.0,14.35,0.04,3.0,557,1,1,0,0,0,0,1,0,0,0,0,0
23.0,1,2,79013.0,0,9600.0,13.68,0.12,4.0,662,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0,1,44404.0,0,4800.0,13.06,0.11,2.0,669,1,1,0,0,0,0,0,0,0,0,1,0
39.0,0,3,72867.0,18,15000.0,6.91,0.21,14.0,724,0,1,0,0,0,0,0,0,0,0,1,0
29.0,0,3,174919.0,6,6000.0,13.8,0.03,10.0,697,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,2,80193.0,4,12046.0,5.87,0.15,4.0,523,1,1,0,0,0,0,0,0,0,0,1,0
28.0,1,1,50741.0,8,13000.0,11.58,0.26,9.0,656,0,0,0,1,0,0,0,0,0,0,1,0
23.0,1,2,54936.0,1,4000.0,16.32,0.07,2.0,602,1,0,0,0,1,0,0,0,0,0,1,0
23.0,1,2,61024.0,4,4800.0,5.99,0.08,3.0,622,1,0,0,1,0,0,0,0,0,0,1,0
29.0,0,2,55272.0,6,10000.0,11.01,0.18,5.0,662,0,0,0,0,1,0,0,0,1,0,0,0
30.0,0,0,81227.0,9,4000.0,10.09,0.05,8.0,673,0,1,0,0,0,0,0,0,0,0,1,0
25.0,1,2,100540.0,3,10000.0,8.09,0.1,4.0,675,1,1,0,0,0,0,1,0,0,0,0,0
38.0,1,0,84851.0,16,19616.0,7.59,0.23,12.0,679,0,1,0,0,0,1,0,0,0,0,0,0
24.0,1,3,43074.0,4,15000.0,7.49,0.35,4.0,672,0,1,0,0,0,0,1,0,0,0,0,0
25.0,0,0,53756.0,0,12000.0,14.54,0.22,2.0,638,1,1,0,0,0,0,0,0,0,0,1,0
23.0,0,0,108999.0,0,15000.0,6.03,0.14,3.0,638,0,1,0,0,0,0,0,0,0,1,0,0
50.0,0,0,60770.0,24,7500.0,11.01,0.12,16.0,710,1,0,0,0,1,0,0,1,0,0,0,0
24.0,1,2,104441.0,2,6575.0,6.99,0.06,3.0,567,1,0,0,0,1,0,1,0,0,0,0,0
33.0,1,3,118970.0,14,6000.0,12.72,0.05,12.0,728,1,1,0,0,0,0,0,0,0,1,0,0
25.0,1,1,35572.0,4,4000.0,5.9,0.11,4.0,671,0,0,0,0,1,0,1,0,0,0,0,0
27.0,1,3,42182.0,7,4600.0,11.01,0.11,6.0,707,0,0,0,0,1,0,0,0,0,1,0,0
22.0,1,3,93277.0,1,6000.0,6.62,0.06,4.0,610,1,1,0,0,0,1,0,0,0,0,0,0
23.0,0,0,49900.0,1,21000.0,6.17,0.42,3.0,635,1,0,0,1,0,0,0,0,1,0,0,0
30.0,0,2,29859.0,8,7000.0,6.62,0.23,10.0,680,1,1,0,0,0,1,0,0,0,0,0,0
31.0,1,3,51302.0,8,2000.0,6.96,0.04,7.0,566,1,0,0,0,1,0,0,0,0,0,1,0
22.0,0,2,36012.0,0,11500.0,11.01,0.32,3.0,550,1,1,0,0,0,0,0,0,0,0,1,0
33.0,0,0,87740.0,12,5000.0,6.99,0.06,7.0,558,1,1,0,0,0,0,0,0,0,0,1,0
32.0,1,3,163262.0,9,15000.0,12.99,0.09,10.0,660,1,1,0,0,0,0,1,0,0,0,0,0
25.0,1,1,76678.0,4,7775.0,11.01,0.1,3.0,685,1,1,0,0,0,1,0,0,0,0,0,0
29.0,0,1,49014.0,5,8000.0,8.59,0.16,10.0,642,1,1,0,0,0,0,1,0,0,0,0,0
22.0,1,2,82664.0,0,20000.0,16.77,0.24,3.0,664,1,1,0,0,0,0,0,0,0,0,1,0
45.0,1,1,43970.0,25,10000.0,11.11,0.23,11.0,719,1,0,0,0,1,0,0,0,1,0,0,0
23.0,0,2,49380.0,1,12000.0,11.14,0.24,3.0,655,1,0,0,1,0,0,0,0,0,0,1,0
23.0,0,3,67018.0,0,3500.0,10.0,0.05,4.0,642,0,0,0,0,1,1,0,0,0,0,0,0
25.0,0,2,65329.0,0,15000.0,6.03,0.23,3.0,589,1,0,0,1,0,0,1,0,0,0,0,0
25.0,0,1,95110.0,1,6000.0,6.54,0.06,3.0,679,1,1,0,0,0,0,0,0,1,0,0,0
29.0,0,1,72774.0,8,8000.0,12.42,0.11,7.0,678,1,0,0,0,1,1,0,0,0,0,0,0
28.0,0,3,77732.0,10,5000.0,13.23,0.06,7.0,687,1,1,0,0,0,0,0,0,0,0,1,0
25.0,1,1,70583.0,1,6000.0,7.67,0.09,5.0,691,0,0,0,0,1,0,0,1,0,0,0,0
24.0,0,2,115142.0,5,18000.0,7.88,0.16,2.0,569,0,1,0,0,0,0,0,1,0,0,0,0
31.0,1,2,109110.0,9,12000.0,13.48,0.11,10.0,636,0,1,0,0,0,0,0,1,0,0,0,0
28.0,0,2,113397.0,5,20000.0,14.26,0.18,9.0,669,1,0,0,0,1,0,0,1,0,0,0,0
24.0,1,0,86007.0,0,20000.0,11.36,0.23,2.0,567,0,1,0,0,0,0,1,0,0,0,0,0
36.0,0,2,145274.0,15,30000.0,6.62,0.21,11.0,578,1,1,0,0,0,0,0,0,1,0,0,0
33.0,1,3,72841.0,14,10000.0,13.98,0.14,7.0,674,0,0,0,1,0,0,0,0,0,0,1,0
24.0,0,2,84772.0,3,1600.0,10.99,0.02,3.0,559,1,1,0,0,0,0,0,0,1,0,0,0
22.0,1,3,73098.0,0,2100.0,13.43,0.03,2.0,622,1,0,0,0,1,0,0,0,0,0,1,0
26.0,1,3,162423.0,1,10000.0,12.68,0.06,3.0,715,0,1,0,0,0,0,0,0,1,0,0,0
26.0,0,3,38989.0,4,7500.0,13.79,0.19,3.0,695,0,0,0,0,1,0,0,0,1,0,0,0
23.0,1,0,70049.0,0,6000.0,10.1,0.09,3.0,646,1,1,0,0,0,0,0,0,1,0,0,0
24.0,0,3,61018.0,0,6000.0,13.99,0.1,4.0,662,0,1,0,0,0,0,0,1,0,0,0,0
42.0,1,2,70453.0,22,7500.0,12.99,0.11,17.0,693,1,0,0,0,1,1,0,0,0,0,0,0
24.0,0,2,53926.0,3,4000.0,8.7,0.07,2.0,657,1,0,0,0,1,0,1,0,0,0,0,0
45.0,0,0,43611.0,24,10000.0,10.25,0.23,15.0,646,1,0,0,0,1,0,0,0,1,0,0,0
23.0,1,2,333399.0,1,35000.0,11.01,0.1,4.0,609,0,0,0,1,0,0,0,0,0,1,0,0
23.0,0,2,72644.0,0,8000.0,9.74,0.11,4.0,710,1,0,0,0,1,0,1,0,0,0,0,0
26.0,0,2,150185.0,7,6000.0,10.62,0.04,2.0,533,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,3,38702.0,1,2500.0,6.92,0.06,4.0,654,0,0,0,1,0,0,1,0,0,0,0,0
28.0,0,2,71320.0,8,8000.0,11.38,0.11,6.0,588,1,0,0,0,1,0,0,0,0,1,0,0
47.0,0,2,293584.0,20,9000.0,13.61,0.03,11.0,679,0,0,0,0,1,0,0,1,0,0,0,0
24.0,0,2,15928.0,1,1600.0,13.57,0.1,3.0,689,1,0,0,1,0,0,0,0,1,0,0,0
23.0,1,1,91131.0,1,8000.0,8.59,0.09,2.0,604,0,1,0,0,0,0,1,0,0,0,0,0
25.0,1,3,55019.0,2,7500.0,10.39,0.14,3.0,678,0,1,0,0,0,0,0,0,0,0,1,0
26.0,1,1,58359.0,6,3000.0,10.14,0.05,3.0,605,1,0,0,0,1,0,0,0,1,0,0,0
25.0,0,0,46815.0,2,5400.0,8.9,0.12,2.0,638,1,1,0,0,0,0,0,1,0,0,0,0
25.0,1,0,48988.0,0,10786.0,11.02,0.22,4.0,656,0,0,0,0,1,0,0,0,0,0,1,0
23.0,1,0,60911.0,0,12600.0,11.71,0.21,4.0,588,1,0,0,1,0,0,0,0,0,1,0,0
28.0,0,2,240806.0,8,24250.0,12.53,0.1,5.0,696,1,0,0,0,1,0,0,0,1,0,0,0
36.0,0,1,241150.0,15,14000.0,7.49,0.06,15.0,618,1,1,0,0,0,0,0,0,1,0,0,0
24.0,1,2,96892.0,4,5550.0,8.49,0.06,3.0,682,0,1,0,0,0,0,0,0,1,0,0,0
31.0,1,1,106234.0,6,12662.0,8.85,0.12,10.0,676,0,1,0,0,0,0,0,0,0,0,1,0
23.0,1,1,61180.0,0,8000.0,12.73,0.13,4.0,695,0,0,0,0,1,0,0,0,1,0,0,0
25.0,0,0,49051.0,2,10000.0,13.48,0.2,3.0,663,1,0,0,0,1,0,0,0,0,0,1,0
29.0,1,2,122238.0,3,12000.0,12.18,0.1,8.0,672,0,0,0,1,0,0,0,1,0,0,0,0
30.0,1,0,67878.0,6,4000.0,7.16,0.06,8.0,640,1,1,0,0,0,0,0,0,0,0,1,0
26.0,0,3,169043.0,5,10000.0,10.67,0.06,5.0,688,1,1,0,0,0,1,0,0,0,0,0,0
26.0,1,0,109186.0,3,13000.0,10.59,0.12,3.0,608,0,1,0,0,0,0,0,0,0,1,0,0
38.0,1,3,139144.0,18,20000.0,15.45,0.14,10.0,725,1,1,0,0,0,0,1,0,0,0,0,0
36.0,1,0,85237.0,13,11000.0,7.51,0.13,12.0,653,1,1,0,0,0,0,0,0,0,1,0,0
27.0,1,0,73040.0,1,5075.0,5.99,0.07,8.0,534,0,1,0,0,0,0,1,0,0,0,0,0
27.0,0,0,52975.0,7,4000.0,13.48,0.08,7.0,676,1,0,0,0,1,0,0,0,1,0,0,0
33.0,0,3,51509.0,13,9000.0,5.79,0.17,5.0,603,1,1,0,0,0,0,1,0,0,0,0,0
30.0,1,0,35595.0,8,2000.0,10.66,0.06,9.0,551,0,1,0,0,0,0,1,0,0,0,0,0
23.0,1,0,353943.0,1,15000.0,8.9,0.04,4.0,649,0,1,0,0,0,0,1,0,0,0,0,0
22.0,0,1,43111.0,1,5000.0,7.88,0.12,3.0,600,1,0,0,0,1,1,0,0,0,0,0,0
34.0,1,2,133516.0,15,10000.0,10.0,0.07,10.0,726,1,0,0,0,1,0,0,1,0,0,0,0
24.0,1,1,85039.0,0,9000.0,11.83,0.11,3.0,655,0,1,0,0,0,0,0,1,0,0,0,0
40.0,1,0,64630.0,15,3000.0,9.73,0.05,16.0,576,0,1,0,0,0,0,0,0,1,0,0,0
26.0,1,0,36914.0,3,5000.0,11.01,0.14,2.0,665,0,0,0,0,1,0,0,0,1,0,0,0
23.0,1,2,97161.0,2,7200.0,8.9,0.07,2.0,650,0,0,0,0,1,1,0,0,0,0,0,0
26.0,0,0,27215.0,5,7500.0,11.0,0.28,3.0,578,0,0,0,1,0,0,0,0,0,0,1,0
23.0,1,0,62030.0,2,7000.0,6.99,0.11,3.0,644,1,0,0,0,1,0,0,0,1,0,0,0
24.0,1,2,57786.0,3,10000.0,11.73,0.17,3.0,651,1,0,0,0,1,0,0,0,0,1,0,0
25.0,1,1,97781.0,2,18000.0,13.92,0.18,4.0,640,0,0,0,0,1,0,0,0,0,1,0,0
25.0,0,0,87104.0,3,18000.0,16.82,0.21,2.0,631,1,0,0,1,0,0,0,1,0,0,0,0
38.0,1,1,36715.0,13,5000.0,13.61,0.14,11.0,602,1,0,0,0,1,0,0,0,0,0,1,0
26.0,1,0,96790.0,2,2500.0,11.44,0.03,3.0,512,1,1,0,0,0,0,1,0,0,0,0,0
26.0,1,2,107788.0,3,5000.0,11.83,0.05,4.0,659,1,0,0,1,0,0,0,0,1,0,0,0
25.0,1,2,75749.0,2,5000.0,7.51,0.07,2.0,619,1,0,0,0,1,0,0,0,0,0,1,0
22.0,0,3,121043.0,0,3000.0,11.49,0.02,4.0,682,0,1,0,0,0,0,1,0,0,0,0,0
28.0,1,2,109234.0,8,5500.0,7.49,0.05,6.0,632,1,1,0,0,0,0,0,1,0,0,0,0
23.0,1,0,96670.0,0,16000.0,12.82,0.17,4.0,645,0,0,0,0,1,0,1,0,0,0,0,0
30.0,1,2,82934.0,6,10000.0,10.75,0.12,7.0,545,1,0,0,0,1,0,0,0,0,1,0,0
23.0,1,2,70633.0,0,17486.0,9.97,0.25,4.0,600,1,1,0,0,0,0,0,1,0,0,0,0
21.0,0,0,64752.0,1,10000.0,7.51,0.15,4.0,600,1,0,0,0,1,0,1,0,0,0,0,0
27.0,0,3,116216.0,0,4375.0,8.88,0.04,7.0,644,1,0,0,0,1,1,0,0,0,0,0,0
29.0,0,3,39660.0,8,10625.0,11.01,0.27,5.0,690,1,1,0,0,0,0,0,0,1,0,0,0
22.0,1,2,61036.0,0,13000.0,12.23,0.21,3.0,550,1,0,0,0,1,0,0,0,0,0,1,0
22.0,0,0,65391.0,0,11700.0,12.87,0.18,2.0,603,1,1,0,0,0,0,0,0,1,0,0,0
31.0,0,2,45212.0,10,22000.0,12.73,0.49,6.0,670,0,1,0,0,0,0,0,0,0,0,1,0
27.0,1,0,45958.0,1,8000.0,12.67,0.17,6.0,564,1,0,0,0,1,0,0,0,1,0,0,0
23.0,1,2,79179.0,2,3600.0,11.49,0.05,2.0,619,0,0,0,0,1,1,0,0,0,0,0,0
23.0,1,2,61177.0,2,2800.0,10.59,0.05,2.0,679,1,0,0,1,0,0,0,0,0,0,1,0
36.0,0,4,76685.0,13,4200.0,7.14,0.05,13.0,654,0,1,0,0,0,0,0,0,1,0,0,0
27.0,1,1,27367.0,5,2500.0,7.49,0.09,6.0,663,1,1,0,0,0,0,1,0,0,0,0,0
23.0,0,1,49035.0,0,10000.0,12.84,0.2,4.0,538,1,0,0,0,1,1,0,0,0,0,0,0
33.0,1,2,138916.0,11,25000.0,11.86,0.18,10.0,612,1,1,0,0,0,0,0,0,0,1,0,0
24.0,1,1,102848.0,0,16000.0,6.19,0.16,3.0,657,0,0,0,0,1,0,0,0,0,0,1,0
21.0,1,1,70565.0,0,4500.0,6.92,0.06,4.0,638,0,1,0,0,0,0,1,0,0,0,0,0
26.0,1,2,65470.0,5,10000.0,7.9,0.15,2.0,676,1,0,0,0,1,0,1,0,0,0,0,0
28.0,0,4,51214.0,8,10000.0,10.75,0.2,6.0,714,0,1,0,0,0,0,0,1,0,0,0,0
23.0,1,2,75702.0,1,10000.0,13.49,0.13,4.0,671,1,0,0,0,1,0,1,0,0,0,0,0
26.0,0,1,156904.0,4,17950.0,11.01,0.11,2.0,689,0,0,0,0,1,0,0,0,0,1,0,0
21.0,0,0,33435.0,0,8000.0,8.49,0.24,3.0,639,1,0,0,0,1,0,1,0,0,0,0,0
33.0,1,0,106450.0,10,9000.0,13.29,0.08,10.0,708,1,0,0,0,1,0,0,0,0,0,1,0
24.0,1,3,246825.0,2,35000.0,13.99,0.14,2.0,685,0,1,0,0,0,0,1,0,0,0,0,0
33.0,0,3,301016.0,12,15000.0,12.34,0.05,9.0,618,1,1,0,0,0,0,0,0,0,1,0,0
36.0,1,2,96905.0,14,7600.0,13.49,0.08,15.0,664,1,0,0,0,1,0,0,0,1,0,0,0
33.0,1,0,90136.0,10,7034.0,7.68,0.08,9.0,634,1,1,0,0,0,0,0,0,1,0,0,0
35.0,1,2,38157.0,16,4275.0,10.28,0.11,7.0,685,1,0,0,1,0,0,0,0,1,0,0,0
25.0,1,1,83456.0,1,15900.0,13.22,0.19,3.0,634,1,1,0,0,0,0,0,1,0,0,0,0
36.0,0,1,77986.0,13,9500.0,11.01,0.12,15.0,534,1,1,0,0,0,0,0,0,0,0,1,0
28.0,0,2,48958.0,10,3700.0,15.96,0.08,8.0,635,1,0,0,0,1,0,0,0,0,1,0,0
25.0,1,2,26559.0,2,8500.0,9.63,0.32,4.0,686,1,1,0,0,0,0,0,0,0,0,1,0
28.0,1,0,116285.0,5,5000.0,11.12,0.04,7.0,668,1,0,0,0,1,0,0,0,0,0,1,0
32.0,1,3,55164.0,12,8000.0,11.01,0.15,5.0,646,1,0,0,0,1,0,0,0,1,0,0,0
29.0,1,3,88255.0,11,7000.0,13.79,0.08,8.0,683,1,1,0,0,0,0,0,0,1,0,0,0
22.0,1,0,55013.0,2,9600.0,12.73,0.17,3.0,532,1,0,0,0,1,0,1,0,0,0,0,0
26.0,1,2,120865.0,3,15000.0,14.26,0.12,2.0,696,1,0,0,0,1,1,0,0,0,0,0,0
24.0,1,3,133099.0,0,12000.0,7.9,0.09,3.0,651,0,0,0,0,1,0,0,0,0,1,0,0
31.0,0,2,663415.0,10,8000.0,7.29,0.01,10.0,587,1,0,0,0,1,0,0,0,0,1,0,0
24.0,1,2,51323.0,1,8675.0,7.51,0.17,4.0,696,0,1,0,0,0,0,1,0,0,0,0,0
22.0,0,0,45779.0,0,10000.0,6.92,0.22,3.0,665,0,0,0,0,1,0,1,0,0,0,0,0
26.0,1,1,60947.0,3,17200.0,7.51,0.28,4.0,573,1,1,0,0,0,0,0,0,0,0,1,0
34.0,0,0,57387.0,11,5000.0,12.73,0.09,6.0,652,1,0,0,0,1,0,1,0,0,0,0,0
22.0,0,0,91299.0,0,8000.0,12.21,0.09,2.0,608,1,1,0,0,0,1,0,0,0,0,0,0
25.0,0,0,73031.0,1,5000.0,8.89,0.07,3.0,659,0,1,0,0,0,0,0,0,0,0,1,0
26.0,0,2,70667.0,4,3000.0,6.92,0.04,4.0,631,0,1,0,0,0,0,0,0,0,1,0,0
23.0,1,2,102979.0,1,7199.0,6.95,0.07,4.0,660,0,0,0,0,1,0,0,0,0,0,1,0
24.0,0,0,90322.0,2,24814.0,11.08,0.27,4.0,651,0,1,0,0,0,0,0,0,0,0,1,0
26.0,0,1,41640.0,3,5500.0,16.54,0.13,4.0,672,0,0,0,0,1,0,0,0,0,1,0,0
26.0,1,1,58724.0,1,6400.0,13.47,0.11,3.0,618,1,0,0,0,1,1,0,0,0,0,0,0
27.0,1,1,100378.0,6,9000.0,15.31,0.09,5.0,715,1,0,0,0,1,0,1,0,0,0,0,0
31.0,1,3,84819.0,13,6000.0,7.49,0.07,7.0,634,0,1,0,0,0,0,0,0,1,0,0,0
22.0,0,1,49292.0,0,9000.0,10.59,0.18,4.0,598,1,0,0,0,1,0,1,0,0,0,0,0
